iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_online_modernisation,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax
FIN,FIN0004,Finland,Grinding,Kristiinankaupunki Plant,Sibelco Nordic,"Karhusaari, Syväsatamantie, Kristiinankaupunki",Operating,62.277448,21.349987,GCD,Approximate,,,,,,,,,,,,,,,,,Tel: +358 2544 3261,Fax: +358 2 544 3263
GMB,GMB0001,Gambia,Grinding,Banjul grinding plant,Salam Company,Banjul,Operating,13.454895,-16.579147,GCD,Approximate,,,,,,,,,0.3Mt/yr Launching in mid-2019,,,,,0.3,Mt/yr,,,
GEO,GEO0005,Georgia,Integrated,,Xinjiang Tianshan Cement / Xinjiang Hualing Industry & Trade,,Operating,42.201353000000005,43.41152,GCD,Approximate,,,,,,,,,1.2Mt/yr,,,,,1.2,Mt/yr,,,
GHA,GHA0009,Ghana,Grinding,"Bokro Plant, Bokro",Diamond Cement (WACEM),,Operating,6.66587,-1.619197,GCD,Approximate,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,,,
GNB,GNB0001,Guinea-Bissau,Grinding,Bissau grinding plant,CIMAF,Bissau,Operating,11.862489,-15.584342999999999,GCD,Approximate,,,,,,,,,0.3Mt/yr Launching at end 2018,,,,,0.3,Mt/yr,,,
GUY,GUY0001,Guyana,Integrated,Everton Berbice Plant,Caricom Cement,"Everton, Region Six, East Berbice- Corentyne",Operating,3.8969445,-58.14115187,GCD,Approximate,,,,,,,,,0.5Mt/yr,,,,,0.5,Mt/yr,,,
IND,IND0001,India,Grinding,,AA Energy,"Wadsa, Gadchiroli, Maharashtra",Operating,19.7612168,80.15234685,GCD,Approximate,,,,,,,,,0.04Mt/yr,,,,,0.04,Mt/yr,,,
IND,IND0037,India,Grinding,Port Pilikadu Plant,Asian Pulverising,"Port Palikadu, Kumarapalayam, Namakkal, Tamil Nadu",Operating,11.4425129,77.6939806,GCD,Approximate,,,,,,,,,,,,,,,,,,
IND,IND0059,India,Grinding,Kahalgaon Plant,Cement Manufacturing Companies (CMCL),"Bhagalpur, Bihar",Operating,25.2494829,86.9828130999999,GCD,Approximate,,,,,,,,,1.6Mt/yr - Loesche 53.3+3 C,,,,,1.6,Mt/yr,,,
IND,IND0060,India,Grinding,Guwahati Plant,Cement Manufacturing Companies (CMCL),"Chamata Pathar, Kamrup, Assam",Operating,26.2609413,91.61302312,GCD,Approximate,,,,,,,,,1.6Mt/yr - Loesche 53.3+3 C,,,,,1.6,Mt/yr,,Tel: +91 36 1246 2215,Fax: +91 36 1246 2217
IND,IND0084,India,Grinding,Sikandarabad Plant,Jaypee Cement,"Bulandshahr, Uttar Pradesh",Operating,28.4166669999999,77.833333,GCD,Approximate,,,,,,,,,1Mt/yr,,,,,1.0,Mt/yr,K M Sharma,Tel: +91 57 3522 2573 ( / 4242,Fax: +91 57 3522 2564
IND,IND0090,India,Grinding,Itfaq Plant,ICC Cements,"Khrew, Pulwama",Operating,34.0198524,74.9995393,GCD,Approximate,,,,,,,,,,,,,,,,,Tel: +91 97 9750 6718,
IND,IND0091,India,Integrated,Ballabgarh plant,JCB India,"Ballabgarh, Faridabad, Haryana",Operating,28.3302,77.31651,GCD,Approximate,,,,,,,,,,,,,,,,,,
IND,IND0107,India,Grinding,Jhansi Plant,JSW Cement,"Barata Kalan, Jhans, Uttar Pradesh",Operating,27.1303344,80.859666,GCD,Approximate,,,,,,,,,0.5Mt/yr,,,,,0.5,Mt/yr,Sanjeev Gupta,Tel:+91 51 0275 0545,Fax: +91 51 0278 2613
IND,IND0110,India,Integrated,Gulbarga plant,JSW Cement,"Gulbarga, Karnataka",Operating,17.3310003,76.8334228,GCD,Approximate,,,,,,,,,4.3Mt/yr (Portland slag cement only),,,,,4.3,Mt/yr,,,
IND,IND0113,India,Grinding,,JSW Cement,West Bengal,Operating,23.025727,87.256831,GCD,Approximate,,,,,,,,,1.4Mt/yr (KHD roller press - Announced in 2015),,,,,1.4,Mt/yr,,,
IND,IND0114,India,Grinding,Raigad Plant,JSW Steel,"Khar Karavi, P.O. Gadab Taluka- Pen, Raigad, Maharashtra",Operating,18.0933558,73.4190007999999,GCD,Approximate,,,,,,,,,1.5Mt/yr,,,,,1.5,Mt/yr,,,
IND,IND0143,India,Integrated,Pallipuram plant,Malabar Cement,"Pallipuram, Kerala",Operating,10.2339712,76.2598606,GCD,Approximate,,,,,,,,,0.2Mt/yr (Currently grinding),,,,,0.2,Mt/yr,V B Ramachandran Nair,Tel: +91 286 3600,Fax: +91 286 2230
IND,IND0148,India,Integrated,Meghalaya plant,Meghalaya Cements,"Khaliehriat, Jaintia Hills, Meghalaya",Operating,25.5,92.25,GCD,Approximate,,,,,,,,,0.5Mt/yr,,,,,0.5,Mt/yr,S K Mohapatra,Tel: +91 36 5527 8218,Fax: +91 36 5527 8217
IND,IND0149,India,Integrated,Top plant,Meghalaya Cements,"Lumshong, Jaintai Hills, Meghalaya",Operating,25.5379432,91.2999102,GCD,Approximate,,,,,,,,,0.5Mt/yr,,,,,0.5,Mt/yr,R K Mishra,Tel: +91 36 5527 8324 ( / 8363 / 8364),Fax: +91 36 1213 0087
IND,IND0178,India,Integrated,Visakhapatnam plant,Madras Cement (Ramco),"Visakhapatnam, Andhra Pradesh",Operating,17.7231276,83.30128420000001,GCD,Approximate,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,,Tel: +91 89 1256 9212,
IND,IND0180,India,Grinding,Urla Slag Plant,Rameshwar Ispat,"Urla, Raipur, Chhattisgarh",Operating,21.3083942,81.61921219999991,GCD,Approximate,,,,,,,,,,,,,,,,,,
IND,IND0203,India,Grinding,Jaypee Roorkee Plant,Shree Cement,"Nalherideh, Nalhera Anantpur, Haridwar, Uttarakhand",Operating,29.9384473,78.1452985,GCD,Approximate,,,,,,,,,1.2Mt/yr,,,,,1.2,Mt/yr,R K Gupta,Tel: +91 13 3223 1941 ( / 45 / 46),Fax: +91 13 3223 1941
IND,IND0207,India,Integrated,Bhilai Jaypee plant,Jaypee Cements,"Babupur, Satna, Madhya Pradesh",Operating,24.5,81.0,GCD,Approximate,,,,,,,,,Capacity not known,,,,,,,Upendra Mishra,,Fax: +91 76 7227 6216
IND,IND0210,India,Grinding,Mangalpur Plant,Sonar Bangla Cement,"Mangalpur, Burdwan, West Bengal",Operating,22.522227100000002,88.3273510999999,GCD,Approximate,,,,,,,,,,,,,,,,,,
IND,IND0211,India,Integrated,Sparta plant,Sparta Cements & Infra,"Bhuj, Kutch, Gujarat",Operating,23.66131325,68.78012502,GCD,Approximate,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,Hemant Ramsuresh Pandey,Tel: +91 79 2685 6413,Fax: +91 79 2685 6419
IND,IND0218,India,Integrated,Ariyalur plant,Tamil Nadu Cements,"Ariyalur, Perambalur, Tamil Nadu",Operating,11.2360901,78.8688566,GCD,Approximate,,,,,,,,,0.5Mt/yr,,,,,0.5,Mt/yr,P Dhesingh,Tel: +91 43 2922 8168 ( / 8533),Fax: +91 43 2922 8776
IND,IND0223,India,Grinding,Chennai Plant,The India Cements,"Khar Karavi, Gadab Taluka-Pen, Raigad, Maharashtra",Operating,18.0933558,73.4190007999999,GCD,Approximate,,,,,,,,,1.5Mt/yr,,,,,1.5,Mt/yr,,,
IND,IND0235,India,Grinding,Titabor Plant,Titabor Cement Industries,"Jorhat, Assam",Operating,26.7577924999999,94.2079645,GCD,Approximate,,,,,,,,,0.1Mt/yr,,,,,0.1,Mt/yr,,,
IDN,IDN0005,Indonesia,Integrated,Bintang Plant,Semen Indonesia (formerly Holcim Indonesia),"Bintang Polindo Perkasa, Banten",Operating,-6.4453801,106.13755859999901,GCD,Approximate,,,,,,,,,0.6Mt/yr,,,,,0.6,Mt/yr,,,
IDN,IDN0010,Indonesia,Integrated,,Holcim Indonesia (LafargeHolcim),"Wahana Transtama, West Java",Operating,-6.889190400000001,107.6404716,GCD,Approximate,,,,,,,,,,,,,,,,,,
IDN,IDN0016,Indonesia,Integrated,Langkat Plant,Semen Indonesia (formerly Holcim Indonesia),"Langkat, North Sumatra",Operating,3.6061731,98.4962405,GCD,Approximate,,,,,,,,,1 Dry - 1.5Mt/yr,1.0,DRY,,,1.5,Mt/yr,,,
IDN,IDN0022,Indonesia,Integrated,,Semen Baturaja,"Palembang, South Sumatra",Operating,-2.9888297,104.756857,GCD,Approximate,,,,,,,,,3.8Mt/yr,,,,,3.8,Mt/yr,Pamudji Rahardjo,Tel: +62 735 320 344,Fax: +62 735 320 367
IDN,IDN0029,Indonesia,Integrated,Rembang Plant,Semen Indonesia,"Rembang, Central Java",Operating,-6.70575629999999,111.348625499999,GCD,Approximate,,,,,,,,,3.0Mt/yr,,,,,3.0,Mt/yr,,,
IDN,IDN0032,Indonesia,Integrated,,Semen Kupang,"East Nusa Tenggara, Kupang",Operating,-10.1632209,123.60177549999901,GCD,Approximate,,,,,,,,,1.8Mt/yr,,,,,1.8,Mt/yr,Mr Budiyono,Tel: +62 38 083 2998,Fax: +62 38 083 2107
IDN,IDN0047,Indonesia,Integrated,,Semen Puger,East Java,Operating,-8.315031,113.480632,GCD,Approximate,,,,,,,,,0.3Mt/yr,,,,,0.3,Mt/yr,,,
IDN,IDN0048,Indonesia,Integrated,,Semen Pan Asia,"Ajiborang, Central Java",Operating,-7.416752000000001,109.066452,GCD,Approximate,,,,,,,,,2.0Mt/yr,,,,,2.0,Mt/yr,,,
IDN,IDN0049,Indonesia,Grinding,Medan Plant,Semindo,"Medan, North Sumatra",Operating,3.5949940000000002,98.673612,GCD,Approximate,,,,,,,,,0.5Mt/yr (2 x Cemengal Plug & Grind) (Third Plug & Grind coming in 2017),,,,,0.5,Mt/yr,,,
IRN,IRN0046,"Iran, Islamic Republic of",Integrated,,Jovien Sabrevar Cement,Mashhad,Operating,36.261345,59.617566000000004,GCD,Approximate,,,,,,,,,1 Dry - 1.46Mt/yr,1.0,Dry,,,1.46,Mt/yr,,+9857 2567 3701,
IRN,IRN0048,"Iran, Islamic Republic of",Integrated,Khamseh Plant,Khamseh Cement,Zarjan-Bijar,Operating,32.940749600000004,52.9471344,GCD,Approximate,,,,,,,,,1.1Mt/yr,,,,,1.1,Mt/yr,Mr Soltanian,Tel: +98 24 1728 6407,
IRN,IRN0050,"Iran, Islamic Republic of",Integrated,Kohgiluyeh Plant,Yasuj Cement Company,Yasouj,Operating,29.7921594999999,52.41660460000001,GCD,Approximate,,,,,,,,,1 Dry - 0.7Mt/yr,1.0,DRY,,,0.7,Mt/yr,M Pour Karin,Tel: +987433262353,Fax: +987433262354
IRN,IRN0054,"Iran, Islamic Republic of",Grinding,Majd Khaf Plant,Majd Khaf Cement,"Razavi, Khordestan",Operating,35.964949,47.126275,GCD,Approximate,,,,,,,,,1.0Mt/yr clinker grinding plant,,,,,1.0,Mt/yr,K H Asaroodi,Tel: +98 53 2422 9512,
IRN,IRN0063,"Iran, Islamic Republic of",Integrated,Omran Sirjan Plant,Omran Sirjan Cement,,Operating,29.459735,55.671656999999996,GCD,Approximate,,,,,,,,,,,,,,,,,+98 34 5523 2315,
IRN,IRN0068,"Iran, Islamic Republic of",Integrated,,Sardar Cement,Bookan,Operating,35.8162586,51.445851899999894,GCD,Approximate,,,,,,,,,1 Dry - 1.5Mt/yr,1.0,DRY,,,1.5,Mt/yr,Alireza Sardar Shahid,Tel: +98 48 2653 3514,
IRQ,IRQ0006,Iraq,Integrated,Jadryah Plant,Iraqi Cement State Company,"Jadryah, Baghdad",Operating,33.3024309,44.3787992,GCD,Approximate,,,,,,,,,1 Dry - 0.6Mt/y,1.0,DRY,,,0.6,Mt/yr,Salam Abdellah Ibrahim,Tel: +964 1773 6071,Fax: +964 1773 3625
IRQ,IRQ0011,Iraq,Grinding,Basra Plant,Lucky Cement / Al-Shawy,Basra,Operating,30.4952366999999,47.8090981,GCD,Approximate,,,,,,,,,0.8Mt/yr,,,,,0.8,Mt/yr,,Tel: +92 21 3713 0123,Fax: +92 21 3453 4302
IRQ,IRQ0012,Iraq,Integrated,Bazyan Plant,Mass Group,Sulaymaniyah,Operating,35.635211,45.100566,GCD,Approximate,,,,,,,,,3 Dry - 6.0Mt/yr,3.0,DRY,,,6.0,Mt/yr,Muhanad Rhida,Tel: +964 3193506,
IRQ,IRQ0015,Iraq,Integrated,Mosul Plant,Northern Cement State Company,Mosul,Operating,36.34369405,43.0997156,GCD,Approximate,,,,,,,,,0.7Mt/yr,,,,,0.7,Mt/yr,Hussain Mosem Obaid,Tel: +964 6077 7180,Fax: +964 6077 7180
IRQ,IRQ0016,Iraq,Integrated,Al Jinoob Plant,Southern Cement Company,Al Jinoob,Operating,33.0955793,44.174977500000004,GCD,Approximate,,,,,,,,,1 Wet - 0.5Mt/yr,1.0,WET,,,0.5,Mt/yr,Naser I M El-Madani,Tel: +964 78 0103 6003,
ITA,ITA0001,Italy,Grinding,,Aalborg White Italia,Ravenna Terminal,Operating,44.457238000000004,12.247874000000001,GCD,Approximate,,,,,,,,,,,,,,,,,+39 0632 4931,+39 0632 493326
ITA,ITA0066,Italy,Integrated,Cava de Terreni Plant,Itamenticem,"Cava di Terreni, Salerno",Operating,40.6801561,14.7596754,GCD,Approximate,,,,,,,,,1 Dry - 0.77Mt/yr,1.0,Dry,,,0.77,Mt/yr,,+39 036 397 118,+39 036 397 119
ITA,ITA0073,Italy,Grinding,Cadola Plant,Wietersdorfer & Peggauer,"Ponte Nelle Alpi, Belluno",Operating,46.161779700000004,12.2988054,GCD,Approximate,,,,,,,,,1 Dry - 0.3Mt/yr,1.0,DRY,,,0.3,Mt/yr,Massimo Veglia,Tel: +39 437 999 594,Fax: +39 437 999 594
KAZ,KAZ0010,Kazakhstan,Integrated,,Rudnensky Cement,Kostanay Region,Operating,53.21466039999989,63.632606999999894,GCD,Approximate,,,,,,,,,0.6Mt/yr -(Sinoma) Started operations in December 2018,,,,,0.6,Mt/yr,"A. A. Maklasov, general manager",,
KAZ,KAZ0014,Kazakhstan,Integrated,Vostok Plant,Tenir Group,"Vostok, Vostochno-Kazakhstanskaya",Operating,48.794963,80.835932,GCD,Approximate,,,,,,,,,3 Wet - 1.6Mt/yr,3.0,WET,,,1.6,Mt/yr,Uri Alexandrovich Usoltsev,Tel: +7 727 273 0603,Fax: +7 727 250 9057
KEN,KEN0011,Kenya,Grinding,National Cement Plant,National Cement,"Mombasa Road, Nairobi",Operating,-1.3294263000000002,36.876126,GCD,Approximate,,,,,,,,,0.2Mt/yr (Expansion planned) R Kemoli,,,,,0.2,Mt/yr,,,+254 2202 8169
PRK,PRK0001,"Korea, Democratic People's Republic of",Integrated,Rajin-Sonbong Special Economic Zone (Project),Rason Cement Project,,Operating,40.37366110000001,127.08704170000001,GCD,Approximate,,,,,,,,,,,,,,,,,,
PRK,PRK0003,"Korea, Democratic People's Republic of",Integrated,Gomusan Plant,State-owned Gomusan Cement,"Cheongjin, Hamgyongbuk",Operating,41.768188,129.72021,GCD,Approximate,,,,,,,,,2.0Mt/yr,,,,,2.0,Mt/yr,,,
PRK,PRK0004,"Korea, Democratic People's Republic of",Integrated,Samgwong Plant,State-owned Samgwong Cement,"Samgwong, Kangwon",Operating,39.16821420000001,127.4251863,GCD,Approximate,,,,,,,,,2.0Mt/yr,,,,,2.0,Mt/yr,,,
KOR,KOR0010,"Korea, Republic of",Grinding,Yeoju Plant,Hyundai Cement,"Heungcheon-myeon, Gyeonggi-do",Operating,37.346579999999896,127.53142,GCD,Approximate,,,,,,,,,,,,,,,,,Tel: +82 31 883 8734,Fax: +82 31 883 8736
KOR,KOR0017,"Korea, Republic of",Integrated,Sam Chuk Plant,Korea Cement,Sam Chuk,Operating,28.5897641,77.180038,GCD,Approximate,,,,,,,,,1 Dry - 1.5Mt/yr,1.0,DRY,,,1.5,Mt/yr,Ahn Jong Nam,Tel: +82 39 5540 0300,
KOR,KOR0018,"Korea, Republic of",Grinding,Soosung Slag Plant,Halla Cement (Asia Cement),Gyeonbuk,Operating,28.5897641,77.180038,GCD,Approximate,,,,,,,,,,,,,,,,,,
KOR,KOR0024,"Korea, Republic of",Grinding,Mokpo Slag Plant,Sun Cement,"Mokpo, Jeollanam-do",Operating,34.7903335,126.3847547,GCD,Approximate,,,,,,,,,New 0.4Mt/yr Loesche,,,,,0.4,Mt/yr,,,
KOR,KOR0034,"Korea, Republic of",Grinding,Daegu Plant,SungShin Cement,"Yongam-meon, Seongju, Gyeongsangbuk-do",Operating,35.919177000000005,128.283168,GCD,Approximate,4295881244.0,Sungshin Cement Co Ltd,,,http://www.sungshincement.co.kr/2010/2019/eng/01_comp/03_establishment.asp,2020-02-11,4295881244.0,Sungshin Cement Co Ltd,,,,,,,,,Tel: +82 54 931 8802 ( / 3),Fax: +82 54 931 8804
KWT,KWT0003,Kuwait,Integrated,Kuwait Portland Cement Plant,Kuwait Portland Cement,Shwaikh,Operating,29.2733964,47.4979476,GCD,Approximate,,,,,,,,,1 Dry - 2.2Mt/yr,1.0,DRY,,,2.2,Mt/yr,Khalifa Hmoud Alghanim,Tel: +965 188 4455,Fax: +965 2483 5615
KGZ,KGZ0001,Kyrgyzstan,Integrated,Osh Plant,80% Gansu Qilianshan Cement (20% 8th Metallurgical Corporation),Osh,Operating,40.5361899,72.8033618,GCD,Approximate,,,,,,,,,,,,,,,,,,
KGZ,KGZ0004,Kyrgyzstan,Integrated,Kurmentinsky Plant,Kurmentinsky Cement,"Tyupsky, Yssyk, Kulskaya",Operating,42.1429743,77.1804334,GCD,Approximate,,,,,,,,,2 Wet - 0.1Mt/yr,2.0,WET,,,0.1,Mt/yr,Mr Karabayev,Tel: +996 39 452 2517,Fax: +996 39 452 2517
KGZ,KGZ0005,Kyrgyzstan,Integrated,Tashkumgyr Plant,South Kyrgyz Cement,"Kyzl-Kiya, Batken Region, Tashkumgyr",Operating,41.5089324,74.724091,GCD,Approximate,,,,,,,,,1.0Mt/yr (opened July 2018),,,,,1.0,Mt/yr,M.V. Smirnov (head of prod. technology),,
LAO,LAO0001,Lao People's Democratic Republic,Integrated,,Oudomxay Cement Factory,"Namor, Oudomxay",Operating,20.2386431,101.7536598,GCD,Approximate,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,,,
LAO,LAO0004,Lao People's Democratic Republic,Integrated,,Lao Cement Industrial,"Saythany, Vientiane",Operating,17.964098800000002,102.6133707,GCD,Approximate,,,,,,,,,1Mt/yr,,,,,1.0,Mt/yr,,,
LAO,LAO0010,Lao People's Democratic Republic,Integrated,Wanrong Cement III,Wanrong Cement,Savannakhet,Operating,20.0171109,103.378253,GCD,Approximate,,,,,,,,,0.2Mt/yr,,,,,0.2,Mt/yr,,,
LAO,LAO0011a,Lao People's Democratic Republic,Integrated,Wanrong Cement I,Wanrong Cement,"Vangvieng, Vientane",Operating,17.964098800000002,102.6133707,GCD,Approximate,,,,,,,,,0.1Mt/yr,,,,,0.1,Mt/yr,,,
LAO,LAO0011b,Lao People's Democratic Republic,Integrated,Wanrong Cement II,Wanrong Cement,"Vangvieng, Vientane",Operating,17.964098800000002,102.6133707,GCD,Approximate,,,,,,,,,0.2Mt/yr,,,,,0.2,Mt/yr,,,
LAO,LAO0012,Lao People's Democratic Republic,Integrated,,Wanrong Cement,"Xaythany, Vientiane",Operating,18.14993055,102.72707170000001,GCD,Approximate,,,,,,,,,0.20Mt/yr,,,,,0.2,Mt/yr,,,
LAO,LAO0017,Lao People's Democratic Republic,Integrated,,Laos Ganmentac Cement,Khammouan,Operating,17.638717,105.22763799999998,GCD,Approximate,,,,,,,,,,,,,,,,,,
LAO,LAO0018,Lao People's Democratic Republic,Integrated,,Jixiang Cement,Khammouane,Operating,18.212653,104.537463,GCD,Approximate,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,,,
LBY,LBY0003,Libyan Arab Jamahiriya,Integrated,Souk Al Khamis Plant,Ahlia (Arab) Cement,Souk Al Khamis,Operating,26.8234472,18.1236723,GCD,Approximate,,,,,,,,,2 Dry - 1.0Mt/yr,2.0,DRY,,,1.0,Mt/yr,Mohamed Ghannour,Tel: +218 215 703 002,Fax: +218 215 703 008
LBY,LBY0008,Libyan Arab Jamahiriya,Integrated,Hawari Plant,The Libyan Cement Company (Asamer),"Hawari, Benghazi",Operating,32.117076000000004,20.067003600000003,GCD,Approximate,5040956122.0,Libyan Cement Company Inc,,,http://lcc.ly/en/benghazi-plant/,2020-05-20,5040956122.0,Libyan Cement Company Inc,2 Dry - 1.0Mt/yr,2.0,DRY,,,1.0,Mt/yr,Robert Solomon,Tel: +218 612 235 812,Fax: +218 612 235 810
MRT,MRT0005,Mauritania,Grinding,Nouadhibou Plant,Ciments du Nord- Cinor,,Operating,20.942142999999998,-17.035186,GCD,Approximate,,,,,,,,,,,,,,,,,,
MDA,MDA0002,"Moldova, Republic of",Integrated,Rybnitsky Plant,Rybnitsky Cement-and- AC integrated plant,Rybnitsa,Operating,47.75100447418846,28.95300949418846,GCD,Approximate,,,,,,,,,3 Semidry - 1.0Mt/yr,3.0,SEMIDRY,,,1.0,Mt/yr,Victor Ryaboy,Tel: +373 55 302 95,Fax: +373 55 304 81
MDA,MDA0003,"Moldova, Republic of",Integrated,Mordor Plant,Mordor Cement,"Mordor, Tolkn region",Operating,47.41036,28.362771999999996,GCD,Approximate,,,,,,,,,1 Wet – 0.05 Mt/yr,1.0,WET,,,0.05,Mt/yr,Ugi Nikabolokov,Tel +373 55 302 99,Fax +373 55 302 27
MNG,MNG0008,Mongolia,Integrated,Blyurt Plant,Yurt Cement,"Sodo, Mongomorra I.O. Nacassel",Operating,46.544048,103.000431,GCD,Approximate,,,,,,,,,1 Wet - 0.045Mt/yr,1.0,WET,,,0.045,Mt/yr,,,
MOZ,MOZ0014,Mozambique,Grinding,,African Elephant,"Metuge, Cabo Delgado",Operating,-12.973215,40.386643,GCD,Approximate,,,,,,,,,0.3Mt/yr,,,,,0.3,Mt/yr,,Tel: +258 845 609 903,
MMR,MMR0003,Myanmar,Integrated,,Dragon Cement,"Tigyit, Sha",Operating,27.1730412,97.5482654,GCD,Approximate,,,,,,,,,0.2Mt/yr,,,,,0.2,Mt/yr,,,
MMR,MMR0005,Myanmar,Integrated,,Mandalay Cement Industries,Mandalay,Operating,20.987239499999898,95.7656746999999,GCD,Approximate,,,,,,,,,0.1Mt/yr,,,,,0.1,Mt/yr,,,
MMR,MMR0010,Myanmar,Integrated,,Myanmar Economic Corporation,"Dagon, Yangon",Operating,16.792372600000004,96.1443386,GCD,Approximate,,,,,,,,,0.1Mt/yr,,,,,0.1,Mt/yr,,,
MMR,MMR0011,Myanmar,Integrated,,Myanmar Elephant,,Operating,21.399758,96.398142,GCD,Approximate,,,,,,,,,Wet - 0.2Mt/yr,,,,,0.2,Mt/yr,,,
MMR,MMR0016,Myanmar,Integrated,,Yangon City Development Committee,"Pyin Naung, Mandalay",Operating,20.987239499999898,95.7656746999999,GCD,Approximate,,,,,,,,,0.2Mt/yr,,,,,0.2,Mt/yr,,,
MMR,MMR0019,Myanmar,Integrated,,Ngwe Yi Pa Le Cement,"Naung Cho, Northern Shan State",Operating,22.331281,96.800324,GCD,Approximate,,,,,,,,,1 Dry - 0.7Mt/yr,1.0,DRY,,,0.7,Mt/yr,,,
NPL,NPL0003,Nepal,Integrated,,Brij Cement Industries,Birgunj,Operating,27.012541,84.877998,GCD,Approximate,,,,,,,,,0.1Mt/yr,,,,,0.1,Mt/yr,Bierenfra Kumar,Tel: +977 51 529 924,Fax: +977 51 522 086
NPL,NPL0006,Nepal,Grinding,,Chitwan Cement,"Nawalparasi, Bharatpur",Operating,27.7141365,84.4179247,GCD,Approximate,,,,,,,,,0.03Mt/yr,,,,,0.03,Mt/yr,,Tel: +977 50 2068,
NPL,NPL0007,Nepal,Grinding,Cosmos Plant,Cosmos Cement (Lomus House),"Gothatar, Kathmandu",Operating,27.6926728999999,85.3728988,GCD,Approximate,,,,,,,,,0.1Mt/yr (Plans to add clinker,,,,,0.1,Mt/yr,unit),Tel: +977 14 990 496,
NPL,NPL0013,Nepal,Integrated,Udaipur Plant,JK Udaipur Udyog,"Udaipur, Sagarmantha",Operating,26.962628000000002,86.588688,GCD,Approximate,,,,,,,,,1 Dry - 0.9Mt/yr,1.0,Dry,,,0.9,Mt/yr,,+97 112 331 11125,+97112 371 6607
NPL,NPL0014,Nepal,Grinding,Jagdamba Plant,Jagdamba Cement Industries,Bhairahawa,Operating,27.6844782,83.4180282999999,GCD,Approximate,,,,,,,,,0.07Mt/yr,,,,,0.07,Mt/yr,,Tel: +977 71 622 246,Fax: +977 14 111 634
NPL,NPL0020,Nepal,Integrated,,Pancharatna Cement,Pancha,Operating,27.7055768,85.3338388,GCD,Approximate,,,,,,,,,0.01Mt/yr,,,,,0.01,Mt/yr,,,
NPL,NPL0022,Nepal,Integrated,Kathmandu Plant,Shiva Cement,,Operating,27.69339,85.326498,GCD,Approximate,,,,,,,,,1 Dry - 0.4Mt/yr,1.0,DRY,,,0.4,Mt/yr,Sironmani Dhakal,Tel: +977 14 520 917,Fax: +97714 259 854
NPL,NPL0023,Nepal,Grinding,,Shree Pashupati Cements (Triveni Cement),Kathmandu,Operating,27.708796000000003,85.3202439999999,GCD,Approximate,,,,,,,,,0.2Mt/yr,,,,,0.2,Mt/yr,,Tel: +977 14 224 074,
NPL,NPL0026,Nepal,Integrated,,Tribeni Cements,Gaighat,Operating,26.7911909999999,86.69824200000002,GCD,Approximate,,,,,,,,,0.02Mt/yr,,,,,0.02,Mt/yr,,Tel: +977 56 20 402,
NPL,NPL0027,Nepal,Grinding,Narayanghar Plant,Vishwakarma Cement (Triveni cement),"Narayangarh, Bharatpur",Operating,27.695621000000003,84.423203,GCD,Approximate,,,,,,,,,0.2Mt/yr,,,,,0.2,Mt/yr,,Tel: +977 56 523 885,Fax: +977 56 521 952
PAK,PAK0003,Pakistan,Integrated,Wah Plant,Army Welfare Trust,"Attock, Punjab",Operating,33.7695322999999,72.3610911,GCD,Approximate,,,,,,,,,1 Dry - 1.0Mt/yr,1.0,DRY,,,1.0,Mt/yr,Zarrar Azim,Tel: +92 51 927 2425,Fax: +92 51 927 2412
PAK,PAK0004,Pakistan,Integrated,Nizam Pur Plant,Askari Cement (Army Welfare Trust),"Nowshera, North West Frontier",Operating,34.0155606,71.9812829999999,GCD,Approximate,,,,,,,,,1.8Mt/yr,,,,,1.8,Mt/yr,Asmat Ullah Khan Niazi,Tel: +92 51 927 2436,Fax: +92 51 927 2438
PAK,PAK0007,Pakistan,Integrated,,Associated Cement Rohri,"Sukkur, Sindh",Operating,25.147872,67.18219317,GCD,Approximate,,,,,,,,,1 Wet - 0.2Mt/yr,1.0,WET,,,0.2,Mt/yr,Aarwat Jamil,Tel: +92 71 565 0111 ( / 271 / 893),Fax: +92 71 565 0945
PAK,PAK0012,Pakistan,Integrated,Mustehkam Cement,Bestway Cement,Hattar,Operating,30.3308401,71.247499,GCD,Approximate,,,,,,,,,1 Dry & 1 Wet - 1.1Mt/yr,1.0,WET,1.0,DRY,1.1,Mt/yr,Rawalpindi Cantt,Tel: +92 54 358 4559 ( / 63),Fax: +92 54 358 4274
PAK,PAK0021,Pakistan,Integrated,,Dandot Cement,"Lahore, Punjab",Operating,31.5195822,74.326297,GCD,Approximate,,,,,,,,,0.5Mt/yr,,,,,0.5,Mt/yr,Adnan Cinay,Tel: +92 42 3586 9827 ( / 84 2316),Fax: +92 42 3583 1846
